Establecimiento;Tipo;Categoria;EdificioSituacion;Direccion;Numero;CodigoPostal;Coordenada_X;Coordenada_Y;Altitud;Municipio;UnidadesAlojativas;Plazas;Telefonos;Telefax;Email;Url
PARQUE DEL SOL;APARTAMENTO;3 LLAVES;Playa;C/. LONDRES (URB. PLAYA FAÑABE);11;38639;0;0;0;ADEJE;184;602;922713076;922712340;reservas@parquedelsol.net;www.parquedelsol.net
PARQUE MESA DEL MAR;APARTAMENTO;3 LLAVES;;C/. ERNESTO CASTRO FARIÑA, 57 (URB. MESA DEL MAR);0;38350;0;0;0;TACORONTE;86;272;922/570079;922563906;direccion@parquemesadelmar.com;www.parquemesadelmar.com
PARQUE ROYALE;APARTAMENTO;3 LLAVES;Playa;AVDA. ERNESTO SARTIE, 10;0;38660;0;0;0;ADEJE;56;159;922713158;922713158;;
PARQUE SANTIAGO III-SANTIAGO SUR;APARTAMENTO;3 LLAVES;Urbanización;AVDA. DE LAS AMERICAS, S/N.;0;38660;0;0;0;ARONA;471;1361;922746103;922797403;parque@parquesantiago.com;www.parquesantiago.com
PARQUE SANTIAGO II-PINACLE;APARTAMENTO;1 LLAVE;;MARITIMA AVDA. ;0;38660;0;0;0;ARONA;67;297;922797314/922796228;922796225;;
PARQUE SANTIAGO IV;APARTAMENTO;3 LLAVES;Playa;AVDA. LAS AMERICAS, S/N.;0;38660;0;0;0;ARONA;265;698;922746103;922797403;parque@parquesantiago.com;www.parquesantiago.com
PARQUE VACACIONAL EDEN;APARTAMENTO;3 LLAVES;Urbanización;C/. FRANCIA, 8 (URB. SAN FERNANDO);0;38400;0;0;0;PUERTO DE LA CRUZ;224;520;922380500;922385665;edenroc@parquevacacionaleden.com;www.parquevacaionaleden.com
PARRALES, LOS;VIVIENDA TURISTICA;SIN DATO;;CTRA. DEL TANQUE, KM. 2.3;0;38450;0;0;0;GARACHICO;2;4;922248136;922636257;ccaldentey@yahoo.com;
PASEO, EL;CASA RURAL;CATEGORIA ÚNICA;;SAN JUAN, 100 ;0;38500;0;0;0;GÜIMAR;2;4;922504335;;;
PATIO DE TITA, EL;CASA RURAL;CATEGORIA ÚNICA;;C/ JARDIN, 13 ;0;38410;0;0;0;LOS REALEJOS;5;13;669028677;922240581;info@fincaelpatio.com;www.fincaelpatio.com
PATIO DEL NARANJO, EL;CASA RURAL;CATEGORIA ÚNICA;;CALLEJ. LA ALHONDIGA, 2 (ESQ. C/. CARMONA) ;0;38600;0;0;0;GRANADILLA DE ABONA;2;4;922770990;922770990;;
PATIO II, EL;CASA RURAL;CATEGORIA ÚNICA;;FINCA MALPAIS (MALPAIS) ;0;38430;0;0;0;ICOD DE LOS VINOS;8;15;922133280;922830089;;
PELINOR;HOTEL;2 ESTRELLAS;Ciudad;C/. BETHENCOURT ALFONSO;8;38002;0;0;0;SANTA CRUZ DE TENERIFE;73;127;922246875;922280520;dirección@hotelpelinor.com;www.hotelpelinor.com
PERAZA;VIVIENDA TURISTICA;SIN DATO;Ciudad;ANTIGUA CORUJERA, 40 ;0;38398;0;0;0;SANTA URSULA;3;6;922300379;;;www.casaperaza.com
PERCUNA, LA;CASA RURAL;CATEGORIA ÚNICA;;CTRA. GENERAL PUNTA HIDALGO, 256 (FINCA LA PORCUNA);0;38240;0;0;0;LA LAGUNA;4;8;922260360;;;
PERENQUEN, EL;CASA RURAL;CATEGORIA ÚNICA;;C/ LA DESEADA, 19 ;0;38430;0;0;0;ICOD DE LOS VINOS;3;8;922372150;;;
PERLA GRIS;APARTAMENTO;2 LLAVES;Playa;C/. LA LAVA, 4;0;38000;0;0;0;ADEJE;108;341;922743900;922743904;ana@pearlygrey.com;www.pearlygrey.com
PERLA TENERIFE;HOTEL;3 ESTRELLAS;Ciudad;C/. ISLA DE LA GOMERA, S/N. (URB. GUACIMARA);0;38400;0;0;0;PUERTO DE LA CRUZ;130;260;922374388;922374262;reservas@hotelperlatenerife.com;www.hotelperlatenerife.com
PEZ AZUL;APARTAMENTO;3 LLAVES;Ciudad;C/. RECTOR BENITO RODRIGUEZ RIOS;1;38400;0;0;0;PUERTO DE LA CRUZ;135;270;922385811;922385980;atpezazul@hotmail.com;www.pezazul.turincon.com
PICACHO, EL;CASA RURAL;CATEGORIA ÚNICA;;CMNO. DE LOS MOHOS, 8 (PICO BERMEJO) ;0;38260;0;0;0;LA LAGUNA;5;10;670805253;922259506;info@fincaelpicacho.com;www.fincaelpicacho.com
PIEDRA REDONDA;CASA RURAL;CATEGORIA ÚNICA;Ciudad;ASERRADERO, 23 (APARTADO DE CORREOS, 29);0;38430;0;0;0;ICOD DE LOS VINOS;3;6;922810568;922810568;info@piedraredonda.com;www.piedraredonda.com
PIEDRAS, LAS;CASA RURAL;CATEGORIA ÚNICA;Montaña;LAS PIEDRAS, S/N (CARRIZAL ALTO);0;38480;0;0;0;BUENAVISTA DEL NORTE;1;2;670953718;;;
PINOCHO;HOTEL;2 ESTRELLAS;;ESQUILON, 32 (LAS ARENAS) ;0;38400;0;0;0;PUERTO DE LA CRUZ;24;46;922383653;922383653;;
PINOS, LOS;CASA RURAL;CATEGORIA ÚNICA;;CMNO. LOS PINOS, 47 (LAS LAJITAS);0;38430;0;0;0;ICOD DE LOS VINOS;3;6;922813508;922812914;;
PINTA, LA;HOTEL;4 ESTRELLAS;;AVDA. DE ESPAÑA;5;38670;0;0;0;ADEJE;229;523;922715558;922714348;hotellapinta@hovima-hotels.com;www.hovima-hotels.com
PIRAMIDES;APARTAMENTO;3 LLAVES;Playa;C/. VICTOR ZURITA SOLER, 4;0;38660;0;0;0;ARONA;338;742;922795657;922795129;reserva@apppiramides.net;www.appiramides.net
PLANTACIÓN DEL SUR, LA;HOTEL;5 ESTRELLAS LUJO;;C/. ROQUE NUBLO, 1;0;38660;0;0;0;ADEJE;164;330;922717773;922712750;info@vinccihoteles.com;www.la plantacióndelsur.com
PLAYA;PENSIÓN;1 ESTRELLA;;LA PALOMA, 9 ;0;38650;0;0;0;ARONA;15;31;922792264;922792264;;
PLAYA DE LOS ROQUES;APARTAMENTO;3 LLAVES;Playa;CAÑAVERAS, S/N URB. ROMANTICA II;0;38410;0;0;0;LOS REALEJOS;69;178;922365030;922365142;losroques@daltre.com;
PLAYA FLOR;APARTAMENTO;1 LLAVE;Playa;RAFAEL PUIG LLIVINA, 3,  AVDA. ;0;38000;0;0;0;ARONA;23;69;922/789624;922/789669;playaflor@playaflor.com;www.playaflor.com
PLAYA HONDA II;APARTAMENTO;2 LLAVES;Playa;C/. NOELIA AFONSO;8;38660;0;0;0;ARONA;107;321;922797627;922792253;fabelo12001@yahoo.es;www.playahonda2.com
PLAYA LA ARENA;HOTEL;4 ESTRELLAS;Playa;C/. LAJIAL, 4;0;38436;0;0;0;SANTIAGO DEL TEIDE;432;864;922862920;922 861237;playalaarena@springhoteles.com;www.springhoteles.com
PLAYA SUR TENERIFE ;HOTEL;3 ESTRELLAS;;LOS VALOS S/N - PLAYA DEL MEDANO ;0;38612;0;0;0;GRANADILLA DE ABONA;76;149;922176120/922176180;922176337;onfo@hotelplayasurtenerife.com;www.hotelplayasurtenerife.ws
PLAYACANARIA;HOTEL;4 ESTRELLAS;;URB. EL DURAZNO ;0;38400;0;0;0;PUERTO DE LA CRUZ;238;452;922385151;922374760;pcanaria@playasenator.com;www.playasenator.com
PLAYAOLID;APARTAMENTO;3 LLAVES;;AVDA. ERNESTO SARTI, 18 (URB. TORVISCAS);0;38660;0;0;0;ADEJE;202;587;922712815/52;922712862;direccion@playaolid.com;www.plataolid.com
PLAYAZUL-II;APARTAMENTO;2 LLAVES;Playa;ARQUITECTO GOMEZ CUESTA, 6 ;0;38660;0;0;0;ARONA;80;257;922791919;922791614;reservas@playazul.net;www.playazul.net
PLAZA;HOTEL;3 ESTRELLAS;Ciudad;PLAZA DE LA CANDELARIA, 10 ;0;38002;0;0;0;SANTA CRUZ DE TENERIFE;95;133;922272453;922275160;hotelplaza@arrakis.es;www.hotelplazastil.com
PLAZA, LA;VIVIENDA TURISTICA;SIN DATO;;VERA DE LOS CANGUEROS, 4 ;0;38260;0;0;0;ARICO;3;6;922230926;922230926;;
POBLADO MARINERO;APARTAMENTO;2 LLAVES;Playa;POBLADO MARINERO, S/N. ;0;38683;0;0;0;SANTIAGO DEL TEIDE;91;363;922860966;922860679;pobladomarinero@cajacanarias.net;www.elhotelito.com
PONDEROSA;HOTEL;3 ESTRELLAS;Playa;AVDA. CONSTITUCION (EDIF. TENEGUIA II) ;0;38670;0;0;0;ADEJE;175;406;922790204;922795472;;
PORTE, EL;VIVIENDA TURISTICA;SIN DATO;;CTRA. EL SOCORRO, 358;0;38280;0;0;0;TEGUESTE;3;7;619470235;;;
PORTOSIN;APARTAMENTO;1 LLAVE;Playa;ANTONIO DOMINGUEZ, 20- AVDA. ;0;38000;0;0;0;ARONA;76;189;922752090;922751243;;
PRIMAVERA;APARTAMENTO;3 LLAVES;Playa;TEN-BEL URB. ;0;38640;0;0;0;ARONA;267;797;922731439;922731259;reservas@tenbel.com;www.tenbel.com
PRINCESA DACIL;HOTEL;3 ESTRELLAS;;AVDA. JUAN CARLOS I, 25;0;38650;0;0;0;ARONA;366;678;922753030;922790658;francisco.perez@solmelia.com;www.solmelia.com
PRINCIPADO, EL;APARTAMENTO;2 LLAVES;Ciudad;AVDA. MELCHOR LUZ;3;38400;0;0;0;PUERTO DE LA CRUZ;59;118;922384111/922384209;922381025;;
PRINCIPE PAZ;HOTEL;3 ESTRELLAS;;VALENTIN SANZ, 33-35, ESQ. ADELANTADO ;0;38002;0;0;0;SANTA CRUZ DE TENERIFE;80;118;922249955;922281065;reservas@principepaz.com;www.principepaz.com
PRINCIPES, LOS;HOTEL;3 ESTRELLAS;;DR. VICTOR PEREZ, S/N. PZA. ;0;38400;0;0;0;PUERTO DE LA CRUZ;35;66;922383353;922370001;info@hotellosprincipes.com;www.hotellosprincipes.com
PUEBLO TORVISCAS;APARTAMENTO;3 LLAVES;Barrio;C/. VALENCIA, 3 ;0;38660;0;0;0;ADEJE;40;87;922714750;922714586;pueblo-torviscas@telefonica.net;www.sunterra.com
PUERTO AZUL;HOTEL;2 ESTRELLAS;;EL LOMO, 24 ;0;38400;0;0;0;PUERTO DE LA CRUZ;27;39;922383213;922383213;info@hotel-puertoazul.com;www.hotel-puertoazul.com
PUERTO COLON;APARTAMENTO;3 LLAVES;Playa;PUERTO COLON. SAN EUGENIO ;0;38660;0;0;0;ADEJE;20;68;922714811;922/714235;puertocolonclub@hotmail.com;
PUERTO DE LA CRUZ;HOTEL;4 ESTRELLAS;Ciudad;AVDA. MARQUES VILLANUEVA DEL PRADO, S/N. ;0;38400;0;0;0;PUERTO DE LA CRUZ;300;564;922384011;922386559;melia.puerto.de.la.cruz@solmelia.com;www.meliapuertodelacruz.solmelia.com
PUERTO PALACE;HOTEL;4 ESTRELLAS;;DR. COBIELLA ZAERA, C/ - URB.SAN ANTONIO, S/N;0;38400;0;0;0;PUERTO DE LA CRUZ;290;563;922372460;922373523;dherrera@puertopalace.com;www.puertopalace.com
PUERTO PLAYA;HOTEL;4 ESTRELLAS;;AVDA. JOSE DEL CAMPO LLARENA, 2 ;0;38400;0;0;0;PUERTO DE LA CRUZ;183;350;922384151;922383127;sol.puerto.playa@solmelia.com;www.solmelia.com
PUNTA NEGRA;APARTAMENTO;2 LLAVES;;EL DRAGO, 48 -  (PLAYA LA ARENA) ;0;38683;0;0;0;SANTIAGO DEL TEIDE;9;29;922868009;922868157;;
QUINTA PARK, LA;HOTEL;4 ESTRELLAS;Urbanización;C/. BICACARERA (URB. LA QUINTA);21;38390;0;0;0;SANTA URSULA;262;804;922300266;922300513;info@laquintaparksuites.com;www.laquintaparksuites.com
RAMBLA;PENSIÓN;1 ESTRELLA;Ciudad;GRANDE, 7;0;38670;0;0;0;ADEJE;9;15;922780071;922780071;;
RAMBLA DE LOS CABALLOS, LA;CASA RURAL;CATEGORIA ÚNICA;;FINCA SAN ANTONIO (PARAJE LA QUINTA);0;38410;0;0;0;LOS REALEJOS;2;4;922248693;922248693;;
RAMOS;PENSIÓN;2 ESTRELLAS;;RAMBLA DE PULIDO;91;38006;0;0;0;SANTA CRUZ DE TENERIFE;20;36;922286561;922286561;;
REFUGIO DILANI;PENSIÓN;2 ESTRELLAS;;BLANCO, 29 ;0;38400;0;0;0;PUERTO DE LA CRUZ;9;18;922384157;;;
REGENCY CLUB;APARTAMENTO;3 LLAVES;Urbanización;C/ CATALUÑA, 2 - TORVISCAS ALTA URB. ;0;38000;0;0;0;ADEJE;90;270;922712113;922713006;;
REGENCY COUNTRY CLUB;HOTEL APARTAMENTO;3 ESTRELLAS;;C/. TIGUANFAYA, PLAN PARCIAL PARCELAS 1-2 ;0;38670;0;0;0;ARONA;69;232;922712113;922712579;;
REVERON;APARTAMENTO;3 LLAVES;;AMSTERDAM, 6, AVDA. - URB. OASIS DEL SUR;0;38650;0;0;0;ARONA;49;135;922796013;922753404;apartamentosreveron@hotelesreveron.com;www.hotelesreveron.com
REVERON PLAZA;HOTEL;4 ESTRELLAS;;GENERAL FRANCO, 26 ;0;38650;0;0;0;ARONA;43;86;922757120;922 757052;direccion@hotelesreveron.com;www.hotelesreveron.com
RIQUELAS, LAS;CASA RURAL;CATEGORIA ÚNICA;Montaña;CMNO. BABOSERAS, S/N. (LAS RIQUELAS) ;0;38360;0;0;0;EL SAUZAL;2;4;922595100;922550904;;www.lasriquelas.com
RIU ARECAS;HOTEL;4 ESTRELLAS;Urbanización;LA HERRADURA PARCELA I URB. ;0;38670;0;0;0;ADEJE;371;697;922714848;922715510;hotel.arecas@riu.com;www.riu.com
RIU PALACE TENERIFE;HOTEL;4 ESTRELLAS;;LA HERRADURA PARCELA I URB.  LA CALETA;0;38679;0;0;0;ADEJE;296;502;922714191;922719045;palace.tenerife@riu.com;www.riu.com
ROCA NIVARIA ;HOTEL;5 ESTRELLAS;;AVDA. ADEJE;300;38660;0;0;0;ADEJE;289;577;922 713333;922713147;;
ROCHIL;PENSIÓN;1 ESTRELLA;;CORPUS CHRISTI, 29 ;0;38670;0;0;0;ADEJE;11;22;922780252;922780252;isarochi@hotmail.com;
ROSAMARI;PENSIÓN;2 ESTRELLAS;;SAN FELIPE, 14;0;38400;0;0;0;PUERTO DE LA CRUZ;11;21;922383253;;;
ROSAS, LAS;CASA RURAL;CATEGORIA ÚNICA;;CMNO. LA TANQUERA, 7;0;38410;0;0;0;LOS REALEJOS;4;12;608012955;;;
ROSAS, LAS;APARTAMENTO;2 LLAVES;;C/. LAS ROSAS,  S/N. (URB. LAS ROSAS);0;38683;0;0;0;SANTIAGO DEL TEIDE;90;410;922861086;922/861066;;
ROYAL GARDEN VILLAS;HOTEL;5 ESTRELLAS LUJO;Campo Golf;C/. ALCOJORA (PARCELA RT-4) CAMPO DE GOLF DE ADEJE;0;38670;0;0;0;ADEJE;28;90;922534420;922246331;;
ROYAL PALM-POLLOCK;APARTAMENTO;2 LLAVES;Urbanización;URB. OASIS DEL SUR ;0;38650;0;0;0;ARONA;118;355;922793148;922752417;oasis@tenerife1.com;www.royalpalms-apartamentos.com
ROYAL SUNSET BEACH CLUB;APARTAMENTO;3 LLAVES;;LONDRES, 6 URB. PLAYADE FAÑABE;0;38660;0;0;0;ADEJE;126;412;922712942;922712723;royalsunsetbeachclub@sunterra.com;
ROYAL TENERIFE COUNTRY CLUB;APARTAMENTO;3 LLAVES;Playa;AVDA. DEL ATLANTICO, S/N. (EDIF. SAN ANDRES);0;38620;0;0;0;SAN MIGUEL;93;495;922738302;922738860;royaltenerifecountryclub@sunterra.com;www.sunterra.com
SAN AGUSTIN;HOTEL EMBLEMATICO;CATEGORÍA ÚNICA;Casco Histórico;C/. SAN AGUSTIN;18;38430;0;0;0;ICOD DE LOS VINOS;8;16;;;;
SAN BLAS RESERVA AMBIENTAL;HOTEL;5 ESTRELLAS;;C/. GREÑAMORA, S/N (PARCELA H1 DEL P.P. SAN BLAS);0;38629;0;0;0;SAN MIGUEL;331;662;922749010;922 749458;;
SAN BORONDON;HOTEL;3 ESTRELLAS;;AGUSTIN DE ESPINOSA, 2 ;0;38400;0;0;0;PUERTO DE LA CRUZ;104;198;922383313;922371365;reservas@hotelsanborondon.com;www.hotelsanborondon.com
SAN MARINO-MARCUS;APARTAMENTO;2 LLAVES;Playa;AMSTERDAM, S/N;0;38000;0;0;0;ARONA;139;403;922751064;922753725;marcusmanagement@infonegocib.com;
SAN ROQUE;HOTEL;4 ESTRELLAS;Ciudad;ESTEBAN DE PONTE, 32 ;0;38450;0;0;0;GARACHICO;20;40;922133435;922133406;info@hotelsanroque.com;www.hotelsanroque.com
SAN TELMO;HOTEL;3 ESTRELLAS;;SAN TELMO, 18 ;0;38400;0;0;0;PUERTO DE LA CRUZ;91;174;922385853;922385991;hotelsantelmo@hotelsantelmo.com;www.hotelsantelmo.com
SAND CLUB;APARTAMENTO;2 LLAVES;Playa;URB. GOLF DEL SUR;0;38000;0;0;0;SAN MIGUEL;65;241;922738786;922738592;fmartinez@grupounica.com;www.aptossandclub.com
SANTA MARIA;HOTEL;3 ESTRELLAS;;AVDA. ERNESTO SARTI, S/N ;0;38660;0;0;0;ADEJE;402;906;922712777;922712604;santamaria@hovima-hotels.com;www.hovima-hotels.com
SANTIAGO;PENSIÓN;1 ESTRELLA;;C/. ISAAC DE VEGA;12;38600;0;0;0;GRANADILLA DE ABONA;15;23;922770067;;;
SEMIRAMIS;HOTEL;5 ESTRELLAS;;LEOPOLDO COLOGAN ZULETA, 27 ;0;38400;0;0;0;PUERTO DE LA CRUZ;291;552;922373200;922373193;semiramis@besthotels.es;www.besthoels.es
SEÑORIO DEL VALLE;HOTEL;3 ESTRELLAS;Ciudad;AVDA. DE LA IGLESIA;72;38683;0;0;0;SANTIAGO DEL TEIDE;20;40;922104913;922 343321;info@señoriodelvalle.com;
SHERATON LA CALETA RESORT & SPA;HOTEL;5 ESTRELLAS LUJO;Playa;C/. LA ENRAMADA, 9;0;38670;0;0;0;ADEJE;284;544;922162000;;lacaleta sheraton,com;www.sheraton.com/lacaleta
SIESTA, LA;HOTEL;4 ESTRELLAS;;RAFAEL PUIG, AVDA, 21 ;0;38660;0;0;0;ARONA;282;536;922792300;922792220;info@lasiesta-hotel.com;www.lasiesta-hotel.com
SILENE;PENSIÓN;2 ESTRELLAS;;TOMAS ZEROLO, 9 ;0;38300;0;0;0;LA OROTAVA;3;5;922330199;922 330199;pensionsileneor@mixmail.com;
SIR ANTHONY;HOTEL;5 ESTRELLAS;;AVDA. LAS AMÉRICAS;0;38660;0;0;0;ARONA;72;144;922757500;922757515;comercialtfe@expogrupo.com;www.expogrupo.com
SITIO DE LA CASA, EL;CASA RURAL;CATEGORIA ÚNICA;;C/ LA LUZ, 14;0;38580;0;0;0;ARICO;3;6;922768021;922768021;info@elsitiodelacasa.net;
SOFIA;CASA RURAL;CATEGORIA ÚNICA;Suelo Rústico (No Calificación);C/ GUAJARA, 11 (LAS VEGAS);0;38594;0;0;0;GRANADILLA DE ABONA;2;4;922777231;;;
SOL ELITE PARQUE SAN ANTONIO;HOTEL;4 ESTRELLAS;;GENERAL DE LAS ARENAS, S/N. CTRA. ;0;38400;0;0;0;PUERTO DE LA CRUZ;210;384;922384851;922384776;sol.parque.san.antonio@solmelia.com;www.solmelia.com
SOL ELITE TENERIFE;HOTEL;4 ESTRELLAS;;AVDA. RAFAEL PUIG LLIVINA;12;38640;0;0;0;ARONA;522;991;922791068;922793920;sol.tenerife@solmelia.com;www.solmelia.com
SOL MAR;APARTAMENTO;1 LLAVE;Ciudad;LAS LEANDRAS;0;38000;0;0;0;ARONA;22;52;922797832;922797928;;www.hotelesreveron.com
SOMBRERA, LA;CASA RURAL;CATEGORIA ÚNICA;Suelo Rústico (No Calificación);LA SOMBRERA, Nº 36;0;38570;0;0;0;FASNIA;1;3;922202474;;;
SOMBRERO, EL;APARTAMENTO;1 LLAVE;Urbanización;AVDA. JOSE GONZALEZ FORTES, 28;0;38683;0;0;0;SANTIAGO DEL TEIDE;32;83;922/860792;922861051;info@apartamentoselsombrero.com;www.el-sombrero.com
SUEÑO AZUL;APARTAMENTO;2 LLAVES;;SUEÑO AZUL URB. (CALLAO SALVAJE) ;0;38670;0;0;0;ADEJE;31;186;922/741131;922/741034;sueñoazul@wimpen.com;
SUERTELUNA;CASA RURAL;CATEGORIA ÚNICA;;CAMINO NUEVO, 75 ;0;38370;0;0;0;LA MATANZA DE ACENTEJO;3;6;922275552;922151157;;www.casasuerteluna.com
SUITE VILLA MARIA;HOTEL;5 ESTRELLAS;Urbanización;AVDA. DE LOS ACANTILADOS, S/N. PARCELA RT-10 (BCO. DE LAS TORRES);0;38670;0;0;0;ADEJE;78;318;922791966;922732322;;
SUMMERLAND-FERNANDEZ;APARTAMENTO;2 LLAVES;;ASOMADA DE LOS ERES ;0;38000;0;0;0;ARONA;30;70;922791912;;;
SUN BEACH;APARTAMENTO;3 LLAVES;;LONDRES, 3 PLAYA DE FAÑABE;0;38670;0;0;0;ADEJE;155;421;922712992;922712110;sol.sun.beach@solmelia.com;www.solmelia.com
SUNFLOWER II;APARTAMENTO;1 LLAVE;Playa;NATERO, 3 (URB. PUNTA NEGRA) ;0;38000;0;0;0;SANTIAGO DEL TEIDE;60;204;922860180;922750666;;
SUNNINGDALE VILLAGE;APARTAMENTO;2 LLAVES;Urbanización;GOLF DEL SUR URB. ;0;38000;0;0;0;SAN MIGUEL;83;382;922738183;922/738608;;
SUNSET BAY CLUB;APARTAMENTO;2 LLAVES;;C/. ANTONIO NAVARRO (URB. TORVISCAS);1;NULL;0;0;0;ADEJE;206;653;922714200;922715814;sunsetbayresort@sunterra.com;
SUNSET HARBOUR CLUB;APARTAMENTO;3 LLAVES;Urbanización;C/. VALENCIA, 3 (URB. TORVISCAS);0;38660;0;0;0;ADEJE;127;348;922714630;922714586;sunsetharbourresort@hotmail.sunterra.com;
SUNSET VIEW;APARTAMENTO;2 LLAVES;Playa;SAN BLAS, S/N - URB. GOLF DEL SUR;0;38620;0;0;0;SAN MIGUEL;52;168;922738763;922738923;;
SUNWING RESORT FAÑABE;HOTEL;4 ESTRELLAS;;C/. LONDRES, 4 (URB. PLAYA DE FAÑABE);0;38000;0;0;0;ADEJE;241;482;922761700;922716881;mimmi.hakamsson;www.thomascook.se
TABURIENTE;HOTEL;3 ESTRELLAS;Ciudad;C/. DR. JOSE NAVIERAS;24-A;38001;0;0;0;SANTA CRUZ DE TENERIFE;113;205;922276000;922270562;hotabu@teleline.es;www.hoteltaburiente.com
TACANDE;HOTEL;5 ESTRELLAS;;AVDA. ALCALDE WALTER PAETZMANN, S/N. (PLAYA DEL DUQUE);0;38670;0;0;0;ADEJE;250;428;922746400;922746377;info@dreamplacehotels.com;www.dreamplacehotels.com
TAJONA, LA;CASA RURAL;CATEGORIA ÚNICA;;BARRIO LA CONCEPCION, 2;0;38677;0;0;0;ADEJE;1;3;922781792;922781792;latajona@wanadoo.es;www.casarurallatajona.com
TAMAIMO TROPICAL-1º -2º FASE;APARTAMENTO;2 LLAVES;;C/. LA HONDURA, S/N.;0;38683;0;0;0;SANTIAGO DEL TEIDE;372;976;922860638;922860761;dir.tamaimo@hotelesglobales.com;www.hotelesglobales.com
TANAUSU;HOTEL;3 ESTRELLAS;Ciudad;C/. PADRE ANCHIETA;8;38005;0;0;0;SANTA CRUZ DE TENERIFE;18;31;922217000/922217211;922216029;hotel@tanausu.com;
TANQUERA, LA;CASA RURAL;CATEGORIA ÚNICA;;CMNO. LA TANQUERA, 24 ;0;38410;0;0;0;LOS REALEJOS;5;11;609179171;922371176;;
TEIDE MAR-EUROTURISMO;APARTAMENTO;3 LLAVES;;C/. ACEVIÑOS (URB. LA PAZ);6;NULL;0;0;0;PUERTO DE LA CRUZ;166;332;922380224;922385601;info@coral-hotels.com;www.coral-hotels.com
TEJUMA;HOTEL;2 ESTRELLAS;;PEREZ ZAMORA, 51;0;38400;0;0;0;PUERTO DE LA CRUZ;20;38;922383613;922385979;;www.hoteltejuma.com
TENEGUIA;APARTAMENTO;3 LLAVES;;AVDA. MELCHOR LUZ - LOCAL 5;2;38400;0;0;0;PUERTO DE LA CRUZ;177;354;922380900;;info@apartamentosteneguia.com;www.apartamentosteneguia.com
TENEGUIA-CURBELO;APARTAMENTO;3 LLAVES;;MELCHOR LUZ, 2 AVDA. ;0;38400;0;0;0;PUERTO DE LA CRUZ;31;62;922385556;922372756;;
TENERIFE ACTIVO;HOTEL;2 ESTRELLAS;;CALVARIO, C/ EL TEJAR ;0;38613;0;0;0;VILAFLOR;14;28;922709800;922709814;;
TENERIFE GOLF;HOTEL;4 ESTRELLAS;;GOLF DEL SUR URB. ;0;38620;0;0;0;SAN MIGUEL;129;258;922738566;922738889;recepcion@hoteltenerifegolf.com;www.hoteltenerifegolf.com
TENERIFE PLAYA;HOTEL;4 ESTRELLAS;;COLON, 12 AVDA. ;0;38400;0;0;0;PUERTO DE LA CRUZ;340;599;922383211;922383791;h10.tenerife.playa@h10.es;www.h10.es
TENERIFE ROYAL GARDEN;APARTAMENTO;3 LLAVES;;LUIS DE LOSADA, S/N - AVDA.;0;38660;0;0;0;ARONA;155;402;922/750460;922/793153;;
TENERIFE SUR;APARTAMENTO;3 LLAVES;;AMSTERDAM. 7;0;38650;0;0;0;ARONA;199;539;922791474;922792774;hgtenerifesur@grupohg.com;www.grupohg.com
TENERIFE TOUR;HOTEL;3 ESTRELLAS;;MARITIMA,  AVDA., 170 ;0;38520;0;0;0;CANDELARIA;95;180;922500200;922502363;tenerifetour@tenerifetour.com;www.tenerifetour.com
TENERIFE-VING;APARTAMENTO;2 LLAVES;Ciudad;HNOS.FDEZ.PERDIGON AVDA, 8 (URB. SAN FELIPE);0;38400;0;0;0;PUERTO DE LA CRUZ;122;244;922384511;922381415;admin@tenerifeving.com;www.tenerifeving.com
TERESA;PENSIÓN;1 ESTRELLA;;RAMON PINO, 44 ;0;38640;0;0;0;ARONA;3;8;922791230;;;
TIA BLASINA;CASA RURAL;CATEGORIA ÚNICA;;C/ REAL OROTAVA, 2 (FINCA TIA BLASINA) ;0;38370;0;0;0;LA MATANZA DE ACENTEJO;2;4;922577406;;;www.lablasina.com
TIERRA DE ORO;HOTEL;4 ESTRELLAS;;TIERRA DE ORO, S/N. URB. ;0;38410;0;0;0;LOS REALEJOS;50;99;922151015;922344318;;
TIGAIGA;HOTEL;4 ESTRELLAS;Ciudad;C/. PARQUE TAORO;28;38400;0;0;0;PUERTO DE LA CRUZ;83;158;922383500;922384055;info@tigaiga.com;www.tigaiga.com
TINA;APARTAMENTO;1 LLAVE;;AVDA. AMALIA, 1;0;38612;0;0;0;GRANADILLA DE ABONA;2;4;922176914;;apartamentostina@hotmail.com;
TINERFE GARDEN-TIGARSUR;APARTAMENTO;2 LLAVES;Urbanización;LOS PUEBLOS, 24 - AVDA. ;0;38660;0;0;0;ADEJE;45;127;922715524;922794505;tinerfegarden@terra.es;
TINTA, LA;CASA RURAL;CATEGORIA ÚNICA;Montaña;C/ CARRIZAL BAJO, S/N;0;38480;0;0;0;BUENAVISTA DEL NORTE;0;0;670953718;;;
TIO PAULO;CASA RURAL;CATEGORIA ÚNICA;;PZA. DE LA IGLESIA, 5;0;38613;0;0;0;VILAFLOR;2;6;922795186;922752276;;
TOPE, EL;HOTEL;4 ESTRELLAS;;CALZADA DE MARTIANEZ, 2 ;0;38400;0;0;0;PUERTO DE LA CRUZ;229;426;922385052;922380003;reservas ell tope@infonegocio.com;www.eltope.es
TOPES, LOS;CASA RURAL;CATEGORIA ÚNICA;;CAMINO ATRAVESADO, 15;0;38410;0;0;0;LOS REALEJOS;4;10;609010300;;;
